x,y,fid,id,tsevent_id,year,month,day,date_strin,arr_day,arr_hour,arr_min,trav_hours,trav_mins,period,first_moti,latitude,longitude,location,location_n,area,country,region_cod,runup_ht,runup_ht_r,runup_hori,type_measu,type_mea_1,damage_mil,damage_amo,damage_des,deaths,deaths_amo,deaths_des,injuries,injuries_a,injuries_d,houses_des,houses_amo,houses_d_1,houses_dam,houses_d_2,houses_d_3,comments,doubtful,dist_from,event_regi,event_re_1,pred_trav,pred_trav1,url,tsevent_ur,hour,minute,second,region,cause_code,cause,event_vali,event_va_1,eq_mag_unk,eq_mag_mb,eq_mag_ms,eq_mag_mw,eq_mag_ml,eq_mag_mfa,eq_magnitu,eq_magni_1,eq_depth,max_event,ts_mt_abe,ts_mt_ii,ts_intensi,missing,missing_am,missing_de,warning_st,num_runup,id_runup,has_ref,id_ref,slides_url,num_slides,map_slide,map_eq_id,damage_m_1,damage_a_1,damage_tot,houses_d_4,houses_a_1,houses_tot,deaths_tot,deaths_a_1,deaths_t_1,injuries_t,injuries_1,injuries_2,missing_to,missing_1,missing_2,map_vol_id,houses_d_5,houses_d_6,houses_d_7,num_deposi
-158.183,21.431,8120,8687,1867,1957,3,9,1957/03/09,0,0,0,0,0,0,,21.431,-158.183,POINT(-158.183 21.431),"MAILI, OAHU, HI",HI,USA,80,5.5,4,0,5,"Runup height, post-tsunami survey measurement",0,0,,0,0,,0,0,,0,0,,0,0,,Runup height measurement is relative to mean lower low water.,,3649,87,Alaska (including Aleutian Islands),0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=8687","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=1867",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-118.25,33.78,10191,1292,1112,1878,11,22,1878/11/22,0,0,0,0,0,0,,33.78,-118.25,POINT(-118.25 33.78),"WILMINGTON, CA",CA,USA,88,1,2,0,1,Eyewitness measurement,0,0,,0,0,,0,0,,0,0,,0,0,,"Doubtful same source. (reference #237)
<P>According to some sources, there was a wave 2 m (6 feet) high at Wilmington [southern suburb of Los Angeles] (Reference #415).",?,276,88,West Coast of North and Central America,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=1292","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=1112",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-118.5,34.008,10192,1293,1115,1879,8,10,1879/08/10,0,0,0,0,0,0,,34.008,-118.5,POINT(-118.5 34.008),"SANTA MONICA, CA",CA,USA,88,0,0,0,1,Eyewitness measurement,0,0,,0,0,,0,0,,0,0,,0,0,,"Motion from an earthquake was noticed at Santa Monica and the following wave was attributed to it. (Ref #237)
<P>1879, August 10. There was a tsunami at Santa Monica (Reference #415).",,25,88,West Coast of North and Central America,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=1293","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=1115",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-118.267,33.717,10193,4355,1954,1964,3,28,1964/03/28,28,9,24,5,48,39,,33.717,-118.267,POINT(-118.267 33.717),"LOS ANGELES COUNTY HARBOR, CA",CA,USA,88,0.49,1,0,2,Tide-gauge measurement,0.275,1,Limited (<$1 million),1,1,Few (~1 to 50 people),0,0,,0,0,,0,0,,"<P><blockquote><i>Reference #237:</blockquote></i>
<P>Most damage occurred to berths 206, 207, and 208 of the Fellows and Stewart Yacht Harbor on the Terminal Island side of Cerritos Channel. The damage occurred around 6:00 A.M. when a high swift surge",,3693,87,Alaska (including Aleutian Islands),0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=4355","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=1954",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-123.767,46.208,10194,4510,1954,1964,3,28,1964/03/28,28,7,56,4,20,20,R,46.208,-123.767,POINT(-123.767 46.208),"ASTORIA, COLUMBIA RIVER, OR",OR,USA,88,0.38,1,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,"<P><blockquote><i>Reference #237:</blockquote></i>
<P>A wave was recorded with an amplitude of 1.3 feet.
<P>The tsunami was recorded at Astoria, Oregon, 14 miles from the river mouth with an amplitude of about 15 inches. At the Beaver tide gage 41 mile",,2254,87,Alaska (including Aleutian Islands),0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=4510","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=1954",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-124.184,41.7456,10195,4213,1947,1963,10,13,1963/10/13,0,0,0,0,0,0,,41.7456,-124.184,POINT(-124.184 41.7456),"CRESCENT CITY, CA",CA,USA,88,0.33,1,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,"At Citizens Dock, the water was observed to rise and fall approximately 2.1 feet in three minutes.  The stern mooring of a fishing boat was torn loose.  (Ref #237)",,6631,86,Kamchatka and Kuril Islands,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=4213","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=1947",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-118.272,33.719,10196,4215,1947,1963,10,13,1963/10/13,0,0,0,0,0,0,,33.719,-118.272,POINT(-118.272 33.719),"LOS ANGELES, CA",CA,USA,88,0.1,1,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,,,7588,86,Kamchatka and Kuril Islands,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=4215","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=1947",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-122.465,37.807,10197,4216,1947,1963,10,13,1963/10/13,0,0,0,0,0,0,,37.807,-122.465,POINT(-122.465 37.807),"SAN FRANCISCO, CA",CA,USA,88,0.1,1,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,,,7008,86,Kamchatka and Kuril Islands,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=4216","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=1947",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-124.13,41.06,10198,6002,2208,1992,4,25,1992/04/25,0,0,0,0,0,0,,41.06,-124.13,POINT(-124.13 41.06),"TRINIDAD, CA",CA,USA,88,0.9,1,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,"A fisherman was attempting to launch his boat from his car trailer for fishing at low tide.  When he arrived, the tide was exceptionally low and before he completed unloading his boat, a six-foot wave ran up under his car.  Another fisherman on the same",,79,88,West Coast of North and Central America,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=6002","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=2208",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-121.65,36.68,10199,684,781,1851,5,15,1851/05/15,0,0,0,0,0,0,,36.68,-121.65,POINT(-121.65 36.68),"SALINAS, CA",CA,USA,88,0,0,0,1,Eyewitness measurement,0,0,,0,0,,0,0,,0,0,,0,0,,"Mild shocks March, April, and May 15, 17, and 28 accompanied by marine flooding.  (Ref #237)
<P>At San Francisco and Salinas, there were mild shocks with marina flooding. The tsunami is not mentioned in other sources (Reference #415).",,141,88,West Coast of North and Central America,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=684","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=781",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-122.465,37.807,10200,1811,1460,1918,11,8,1918/11/08,8,14,15,9,37,0,,37.807,-122.465,POINT(-122.465 37.807),"SAN FRANCISCO, CA",CA,USA,88,0.03,1,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,"The runup is somewhat controversial as Iida gives it as a second tsunami while Soloviev and Ferchev (1961) believed it was a duplicate report of the September event. The runup may have been caused by Astronomical tide rather than an earthquake.   (Ref #2",,6902,86,Kamchatka and Kuril Islands,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=1811","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=1460",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
95.253,5.471,4113,16027,2439,2004,12,26,2004/12/26,0,0,0,0,0,0,,5.471,95.253,POINT(95.253 5.471),"ACEH, SUMATRA",ACEH,INDONESIA,60,19.8,5,0,5,"Runup height, post-tsunami survey measurement",0,0,,0,0,,0,0,,0,0,,0,0,,,,249,60,Indian Ocean (including west coast of Australia),0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=16027","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=2439",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-156.477,20.895,8121,5177,2016,1969,11,22,1969/11/22,0,0,0,0,0,0,,20.895,-156.477,POINT(-156.477 20.895),"KAHULUI, MAUI, HI",HI,USA,80,0.1,1,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,,,5207,86,Kamchatka and Kuril Islands,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=5177","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=2016",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-122.465,37.807,10201,685,781,1851,5,15,1851/05/15,0,0,0,0,0,0,,37.807,-122.465,POINT(-122.465 37.807),"SAN FRANCISCO, CA",CA,USA,88,0,0,0,1,Eyewitness measurement,0,0,,0,0,,0,0,,0,0,,0,0,,"Mild shocks March, April, and May 15, 17, and 28 accompanied by marine flooding.  (Ref #237)
<P>At San Francisco and Salinas, there were mild shocks with marina flooding. The tsunami is not mentioned in other sources (Reference #415).",,6,88,West Coast of North and Central America,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=685","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=781",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-122.465,37.807,10202,1819,1461,1918,12,4,1918/12/04,5,1,0,13,12,0,,37.807,-122.465,POINT(-122.465 37.807),"SAN FRANCISCO, CA",CA,USA,88,0,0,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,"It was emergent at the Presidio at about 5:00 P.M. (Reference #237)",,8898,89,West Coast of South America,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=1819","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=1461",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-122.27,37.71,10203,690,785,1851,11,13,1851/11/13,0,0,0,0,0,0,,37.71,-122.27,POINT(-122.27 37.71),"SAN FRANCISCO BAY, CA",CA,USA,88,0,0,0,7,Seiche,0,0,,0,0,,0,0,,0,0,,0,0,,"Unusual water movement felt on ship. Possible seiche.  (Ref #237)
<P>1851, November 13, 19:00 (local time). There was a shock at San Francisco; on board ship, ""unusual movement of water"" was felt. [It is possible that this was a seaquake] (Reference #41",,0,88,West Coast of North and Central America,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=690","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=785",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-124.28,42.05,10204,4512,1954,1964,3,28,1964/03/28,28,7,52,4,16,0,,42.05,-124.28,POINT(-124.28 42.05),"BROOKINGS (CHETCO RIVER), OR",OR,USA,88,1.7,2,0,1,Eyewitness measurement,0,1,Limited (<$1 million),0,0,,0,0,,0,0,,0,0,,"<P><blockquote><i>Reference #237:</blockquote></i>
<P>Chetco River (Brookings). Negligible damage. Water rose to within a foot of the top of the dock. The south bank of the Chetco River was overflown flooding a field. The Coast Guard motor life boat str",,2628,87,Alaska (including Aleutian Islands),0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=4512","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=1954",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-122.465,37.807,10205,693,798,1852,11,25,1852/11/25,0,0,0,0,0,0,,37.807,-122.465,POINT(-122.465 37.807),"SAN FRANCISCO, CA",CA,USA,88,0,0,0,1,Eyewitness measurement,0,0,,0,0,,0,0,,0,0,,0,0,,"A sharp earthquake was reported at a farm 8 miles west of San Francisco.  The next morning it was discovered that a half-mile by 300 yard chasm was connecting Lake Merced to the ocean and the lake was nearly dry.  Toppozada et al. (1981) .. ""if an earthq",,0,88,West Coast of North and Central America,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=693","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=798",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-123.007,48.547,10206,3401,1829,1952,11,4,1952/11/04,0,0,0,0,0,0,,48.547,-123.007,POINT(-123.007 48.547),"FRIDAY HARBOR, WA",WA,USA,88,0.06,1,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,"It was recorded at Neah Bay with a maximum height of nine inches, 2.4 inches at Friday Harbor and as a trace at Seattle .(reference #237)",,5182,86,Kamchatka and Kuril Islands,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=3401","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=1829",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-124.192,43.352,10207,4513,1954,1964,3,28,1964/03/28,0,0,0,0,0,0,,43.352,-124.192,POINT(-124.192 43.352),"CHARLESTON, OR",OR,USA,88,0,0,0,1,Eyewitness measurement,0,1,Limited (<$1 million),0,0,,0,0,,0,0,,0,0,,"A charting and fishing boat sank. (Ref #237)",,2505,87,Alaska (including Aleutian Islands),0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=4513","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=1954",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-124.184,41.7456,10208,5875,2164,1986,5,7,1986/05/07,0,0,0,0,0,0,,41.7456,-124.184,POINT(-124.184 41.7456),"CRESCENT CITY, CA",CA,USA,88,0.06,1,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,,,3928,87,Alaska (including Aleutian Islands),0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=5875","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=2164",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-124.612,48.367,10209,3402,1829,1952,11,4,1952/11/04,5,0,59,8,1,12,,48.367,-124.612,POINT(-124.612 48.367),"NEAH BAY, WA",WA,USA,88,0.15,1,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,"It was recorded at Neah Bay with a maximum height of nine inches, 2.4 inches at Friday Harbor and as a trace at Seattle. (reference #237)",,5097,86,Kamchatka and Kuril Islands,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=3402","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=1829",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-123.44,48.125,10210,9459,2749,2006,5,3,2006/05/03,0,0,0,0,0,1,,48.125,-123.44,POINT(-123.44 48.125),"PORT ANGELES, WA",WA,USA,88,0.04,1,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,"A plot of the station time series data for
<a href=""http://wcatwc.arh.noaa.gov/5-3-2006/PortAngelesWA.jpg""> Port Angeles, Washington</a> and the ASCII time series <a href=""http://wcatwc.arh.noaa.gov/5-3-2006/pang-5-3-2006.dat""> data file</a>
are availa",,9115,81,"E Coast Australia, New Zealand, South Pacific Is.",0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=9459","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=2749",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-156.4552,20.7476,8122,29259,5413,2011,3,11,2011/03/11,0,0,0,0,0,0,,20.7476,-156.4552,POINT(-156.4552 20.7476),"W. LIPOA RD, S SIDE, MAUI, HI",HI,USA,80,1.52,2,182.88,5,"Runup height, post-tsunami survey measurement",0,0,,0,0,,0,0,,0,0,,0,0,,"Data Pt No. 5, Site No. MES5, Data ID No. 2011_M5. Collected on 12 March 2011, 13:00 local time, by Observer Jeannie Pezzoli. (Reference #10854)",,6119,85,Japan,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=29259","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=5413",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-123.9,46.02,10211,4515,1954,1964,3,28,1964/03/28,0,0,0,0,0,0,,46.02,-123.9,POINT(-123.9 46.02),"GEARHART, OR",OR,USA,88,1.4,2,0,1,Eyewitness measurement,0,1,Limited (<$1 million),0,0,,0,0,,0,0,,1,1,Few (~1 to 50 houses),"<P><blockquote><i>Reference #237:</blockquote></i>
<P>One home next to the Neacoxie Creek at Fourteenth Street was heavily flooded. The residents awoke to find water ankle deep. The water filled the room halfway to the ceiling, leaving one to three inch",,2266,87,Alaska (including Aleutian Islands),0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=4515","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=1954",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-124.408,43.119,10212,2785,1762,1946,4,1,1946/04/01,0,0,0,0,0,0,,43.119,-124.408,POINT(-124.408 43.119),"BANDON, OR",OR,USA,88,0.3,1,0,1,Eyewitness measurement,0,0,,0,0,,0,0,,0,0,,0,0,,"Barely perceptible at the mouth of the Coquille River.  Brandon waterfront occupants stated that the rise in water was not more than two feet.  (Ref #237)",,3023,87,Alaska (including Aleutian Islands),0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=2785","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=1762",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-123.73,38.95,10213,4373,1954,1964,3,28,1964/03/28,0,0,0,0,0,0,,38.95,-123.73,POINT(-123.73 38.95),"POINT ARENA, CA",CA,USA,88,1.85,2,0,1,Eyewitness measurement,0,0,,0,0,,0,0,,0,0,,0,0,,"<P><blockquote><i>Reference #237:</blockquote></i>
<P>An estimated maximum height of 12 feet above MLLW was reported at Point Arena Light Station. 
<P>Observed. 3.7 m above MLLW.
<P><blockquote><i>Reference #236:</blockquote></i>
<P>Observed. 3.7 m a",,2955,87,Alaska (including Aleutian Islands),0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=4373","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=1954",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-123.711,38.914,10214,16170,3647,2009,1,3,2009/01/03,4,10,52,15,8,0,R,38.914,-123.711,POINT(-123.711 38.914),"ARENA COVE, CA",CA,USA,88,0.05,1,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,"<B><U><a href=""http://www.ngdc.noaa.gov/hazard/img/PapuaJan2009/ArenaCove.jpg"" target=""_blank"">Plot</a></U></B> of the tide gauge data.
<P>4.8 cm amplitude, Jan 4, 2009, 10:52 UTC arrival time, first motion rise. (reference #5605)",,11196,83,Indonesia (Pacific Ocean) and Malaysia,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=16170","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=3647",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-124.06,44.65,10215,4517,1954,1964,3,28,1964/03/28,0,0,0,0,0,0,,44.65,-124.06,POINT(-124.06 44.65),"NEWPORT, OR",OR,USA,88,0.3,1,0,1,Eyewitness measurement,0,1,Limited (<$1 million),0,0,,0,0,,0,0,,0,0,,"<P><blockquote><i>Reference #237:</blockquote></i>
<P>A log hit the retaining wall in the bay at Newport breaking off six feet at the end. Driftwood and logs were scattered over the highway near Waldport and Beaver Creek. About $6,000 in property damage",,2387,87,Alaska (including Aleutian Islands),0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=4517","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=1954",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-124.192,43.352,10216,2786,1762,1946,4,1,1946/04/01,1,18,20,5,51,0,,43.352,-124.192,POINT(-124.192 43.352),"CHARLESTON (COOS BAY), OR",OR,USA,88,1.5,2,0,1,Eyewitness measurement,0,0,,0,0,,0,0,,0,0,,0,0,,"Water dashed higher than the old CCC Camp buildings at Charleston, causing no damage.  (Ref #237)",,3022,87,Alaska (including Aleutian Islands),0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=2786","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=1762",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
